_id,fermi_name , Counterpart_name , RA, Dec  , LII , BII , AngSep , Theta95 , Class , Redshift , SED_Class , Probability_Bayesian , Reliability_LR_RG , Reliability_LR_XG , ProbabilityLogN-logS , LR_RG , LR_XG , Flux1GeV-100 GeV , Spectral_index , Spectral_Index_Error , TS , Radio_flux , X_Flux , USNOVmag , SDSSVmag , ARO , AOX , CLEAN , IN 2FGL
342 , 2FGLJ0721.2-0223 , 1RXS 072114.5-022047 , 110.30875 , -2.34817 , 218.43 , 5.54 , 0.048 , 0.12 , AGU , -999 , HSP , 0 , 0.89 , 0.98 , 0 , 0.239 , 3.414 , (4.4+/-1.5) e-10 , 1.662 , 0.247 , 31 , 5 , 6.41e-12 , 17.97 , - , 0.165 , 1.114 , NO , YES
343 , 2FGLJ0721.5+0404 , PMN J0721+0406 , 110.34917 , 4.11206 , 212.66 , 8.53 , 0.054 , 0.202 , FSRQ , 0.665 , LSP , 0.981 , 0.98 , 0.87 , 0.96 , 1.722 , 2.066 , (5.6+/-1.4) e-10 , 2.515 , 0.133 , 36 , 313 , 1.29e-12 , 17.38 , - , 0.542 , 1.336 , NO , YES
344 , 2FGLJ0725.3+1426 , 4C +14.23 , 111.32 , 14.42036 , 203.64 , 13.9 , 0.025 , 0.027 , FSRQ , 1.038 , LSP , 0.999 , 1 , 0 , 1 , 3.937 , -9.9 , (96.3+/-3.8) e-10 , 2.036 , 0.037 , 3347 , 1067 , 1.82e-13 , 17.84 , 17.88 , 0.718 , 1.46 , YES , YES
345 , 2FGLJ0725.6+2159 , TXS 0723+220 , 111.55917 , 21.88883 , 196.65 , 17.15 , 0.179 , 0.144 , FSRQ , 1.858 , LSP , 0.888 , 0.95 , 0 , 0.99 , 0.986 , 1.376 , (5.4+/-1.2) e-10 , 2.588 , 0.137 , 55 , 247 , 9.68e-13 , 17.82 , - , 0.598 , 1.178 , NO , YES
346 , 2FGLJ0726.0-0053 , PKS 0723-008 , 111.46083 , -0.91611 , 217.69 , 7.22 , 0.052 , 0.088 , AGU , 0.128 , LSP , 0.999 , 1 , 0 , 1 , 3.4 , -9.9 , (10.8+/-1.6) e-10 , 2.269 , 0.104 , 98 , 1399 , 2.94e-12 , 16.53 , - , 0.56 , 1.395 , NO , YES
347 , 2FGLJ0727.0-4726 , PMN J0726-4728 , 111.60917 , -47.48183 , 259.38 , -14.16 , 0.111 , 0.201 , FSRQ , 1.685 , - , 0.994 , 0.95 , 0 , 0.99 , 2.062 , -9.9 , (10.6+/-1.8) e-10 , 2.343 , 0.095 , 73 , 490 , - , 19.38 , - , 0.737 , - , YES , YES
348 , 2FGLJ0729.9+3304 , 1RXS J073026.0+330727 , 112.60875 , 33.12269 , 185.87 , 22.04 , 0.113 , 0.093 , BL Lac , 0.112 , HSP , 0.829 , 0.84 , 0.93 , 0 , -0.097 , 2.512 , (5.3+/-1.3) e-10 , 1.892 , 0.176 , 43 , 9 , 3.39e-12 , 18.31 , - , 0.392 , 0.855 , YES , YES
349 , 2FGLJ0730.2-1141 , PKS 0727-11 , 112.57958 , -11.68678 , 227.76 , 3.13 , 0.011 , 0.019 , FSRQ , 1.591 , - , 1 , 1 , 0 , 1 , 5.235 , -9.9 , (220+/-5.8) e-10 , 2.108 , 0.024 , 8601 , 2760 , 2.49e-13 , - , - , - , - , NO , YES
350 , 2FGLJ0733.9+5023 , TXS 0730+504 , 113.46875 , 50.36917 , 167.7 , 27.11 , 0.032 , 0.136 , FSRQ , 0.718 , LSP , 0.993 , 0.99 , 0 , 1 , 2.743 , -9.9 , (6.5+/-1.2) e-10 , 2.355 , 0.116 , 66 , 770 , 1.37e-13 , 18.28 , - , 0.744 , 1.45 , YES , YES
351 , 2FGLJ0730.6-6607 , PMN J0730-6602 , 112.70583 , -66.0385 , 277.59 , -20.79 , 0.081 , 0.092 , AGU , -999 , HSP , 0.962 , 0.92 , 0.96 , 0 , 1.61 , 2.907 , (3.1+/-1.2) e-10 , 1.337 , 0.28 , 38 , 81 , 3.39e-12 , 15.13 , - , 0.237 , 1.511 , NO , YES
352 , 2FGLJ0745.9+8512 , NVSS J074715+851208 , 116.81417 , 85.20222 , 128.21 , 28.18 , 0.028 , 0.107 , AGU , -999 , HSP , 0 , 0.93 , 0.93 , 0 , 0.653 , 2.566 , (32.7+/-9.2) e-11 , 1.679 , 0.184 , 35 , 11 , 1.18e-12 , 18.86 , - , 0.367 , 1.127 , YES , YES
353 , 2FGLJ0738.0+1742 , PKS 0735+17 , 114.53042 , 17.70542 , 201.84 , 18.07 , 0.007 , 0.034 , BL Lac , 0.424 , LSP , 1 , 1 , 0.99 , 1 , 4.758 , 3.888 , (51.6+/-2.8) e-10 , 2.047 , 0.035 , 1377 , 2258 , 2.09e-12 , 15.98 , 18.84 , 0.871 , 0.892 , YES , YES
354 , 2FGLJ0734.2-7706 , PKS 0736-770 , 113.68083 , -77.18694 , 289.13 , -24.06 , 0.076 , 0.113 , AGU , -999 , LSP , 0.995 , 0.95 , 0 , 1 , 2.61 , -9.9 , (10.1+/-1.7) e-10 , 2.371 , 0.1 , 78 , 403 , 7.65e-14 , 21.89 , - , 0.852 , 1.189 , YES , YES
355 , 2FGLJ0739.2+0138 , PKS 0736+01 , 114.825 , 1.61789 , 216.99 , 11.37 , 0.031 , 0.063 , FSRQ , 0.18941 , LSP , 1 , 1 , 0.99 , 1 , 4.004 , 3.913 , (25.4+/-2.3) e-10 , 2.229 , 0.078 , 705 , 1964 , 6.36e-12 , 16.23 , - , 0.629 , 1.214 , YES , YES
356 , 2FGLJ0745.0+7436 , MS 0737.9+7441 , 116.0225 , 74.56608 , 140.26 , 29.57 , 0.076 , 0.106 , BL Lac , 0.315 , HSP , 0.99 , 0.93 , 0.99 , 0 , 0.688 , 3.776 , (6.3+/-1.1) e-10 , 1.799 , 0.137 , 74 , 24 , 1.36e-11 , 17.07 , - , 0.307 , 0.93 , YES , YES
357 , 2FGLJ0742.6+5442 , GB6 J0742+5444 , 115.66542 , 54.74006 , 163.03 , 29.09 , 0.028 , 0.059 , FSRQ , 0.723 , LSP , 0.998 , 0.99 , 0.95 , 0.98 , 2.612 , 2.834 , (25.2+/-1.9) e-10 , 2.308 , 0.047 , 650 , 281 , 9.24e-13 , 17.6 , - , 0.597 , 1.247 , YES , YES
358 , 2FGLJ0746.6+2549 , B2 0743+25 , 116.6075 , 25.817 , 194.58 , 22.89 , 0.055 , 0.18 , FSRQ , 2.979 , LSP , 0.977 , 0.98 , 0.84 , 0.97 , 2.036 , 1.872 , (5.8+/-1.2) e-10 , 2.846 , 0.105 , 136 , 427 , 8.26e-13 , 19.47 , 19.46 , 0.776 , 0.919 , YES , YES
359 , 2FGLJ0746.5-0713 , PMN J0746-0709 , 116.61417 , -7.16422 , 225.71 , 8.8 , 0.057 , 0.145 , AGU , -999 , - , 0.959 , 0.95 , 0 , 0 , 0.993 , -9.9 , (6.3+/-1.5) e-10 , 1.994 , 0.146 , 32 , 54 , - , 19.57 , - , - , - , NO , YES
360 , 2FGLJ0746.5-4758 , CRATES J0746-4754 , 116.67542 , -47.91519 , 261.34 , -11.31 , 0.06 , 0.087 , AGU , -999 , ISP , 0.979 , 0.94 , 0.93 , 0.83 , 1.946 , 2.567 , (5.9+/-1.5) e-10 , 1.949 , 0.166 , 32 , 114 , 7.38e-13 , 17.52 , - , 0.421 , 1.504 , YES , YES
361 , 2FGLJ0747.5-3305 , PKS 0745-330 , 116.83167 , -33.17967 , 248.42 , -4 , 0.1 , 0.112 , AGU , -999 , - , 0.938 , 0.99 , 0 , 0.99 , 2.445 , -9.9 , (25.6+/-4) e-10 , 2.689 , 0.298 , 93 , 726 , - , - , - , - , - , NO , YES
362 , 2FGLJ0747.7+4501 , B3 0745+453 , 117.27667 , 45.17603 , 174.01 , 28.66 , 0.274 , 0.26 , FSRQ , 0.192 , ISP , 0 , 0.91 , 0.83 , 0 , 0.457 , 1.824 , (4.8+/-1.2) e-10 , 2.243 , 0.157 , 30 , 147 , 3.39e-12 , 16.01 , 16.57 , 0.433 , 1.239 , YES , YES
363 , 2FGLJ0747.2-1654 , TXS 0745-165 , 117.01292 , -16.66433 , 234.22 , 4.45 , 0.312 , 0.289 , AGU , -999 , - , 0 , 0.97 , 0 , 0 , 1.488 , -9.9 , (6.6+/-1.6) e-10 , 2.531 , 0.13 , 30 , 802 , - , 20.42 , - , - , - , NO , YES
364 , 2FGLJ0750.6+1230 , OI 280 , 117.71667 , 12.51775 , 208.16 , 18.76 , 0.063 , 0.097 , FSRQ , 0.889 , LSP , 0.994 , 1 , 0 , 1 , 3.317 , -9.9 , (14.8+/-1.7) e-10 , 2.424 , 0.068 , 264 , 1486 , 1.63e-12 , 17.2 , 17.04 , 0.696 , 1.193 , YES , YES
365 , 2FGLJ0753.0+5352 , 4C +54.15 , 118.25583 , 53.88311 , 164.2 , 30.5 , 0.015 , 0.07 , BL Lac , 0.73 , LSP , 0.999 , 1 , 0.95 , 1 , 3.357 , 2.772 , (11.8+/-1.5) e-10 , 2.014 , 0.09 , 165 , 803 , 8.98e-13 , 17.36 , - , 0.62 , 1.364 , YES , YES
366 , 2FGLJ0754.8+4824 , GB1 0751+485 , 118.69 , 48.39725 , 170.55 , 30.14 , 0.021 , 0.078 , BL Lac , 0 , ISP , 0.997 , 0.99 , 0.95 , 0.99 , 2.423 , 2.862 , (11.3+/-1.5) e-10 , 2.195 , 0.088 , 163 , 265 , 1.22e-12 , 17 , 16.37 , 0.453 , 1.496 , YES , YES
367 , 2FGLJ0754.4-1147 , TXS 0752-116 , 118.61042 , -11.78783 , 230.75 , 8.24 , 0.007 , 0.081 , BL Lac , 0 , - , 0.998 , 1 , 0 , 1 , 3.318 , -9.9 , (14.1+/-1.9) e-10 , 1.979 , 0.091 , 118 , 881 , - , 18.33 , - , 0.689 , - , NO , YES
368 , 2FGLJ0757.1+0957 , PKS 0754+100 , 119.2775 , 9.94297 , 211.31 , 19.05 , 0.022 , 0.055 , BL Lac , 0.266 , ISP , 0.999 , 1 , 0.98 , 1 , 3.636 , 3.51 , (20.5+/-2) e-10 , 2.192 , 0.061 , 376 , 957 , 2.28e-12 , 16.5 , 14.64 , 0.431 , 1.629 , YES , YES
369 , 2FGLJ0801.5+4401 , B3 0757+441 , 120.28417 , 44.01953 , 175.76 , 30.56 , 0.075 , 0.141 , BL Lac , 0 , - , 0.98 , 0.98 , 0 , 0.95 , 1.687 , -9.9 , (5.7+/-1.2) e-10 , 2.26 , 0.139 , 50 , 228 , - , 20.04 , 19.15 , 0.703 , - , YES , YES
370 , 2FGLJ0805.3+7535 , RX J0805.4+7534 , 121.36083 , 75.57364 , 138.89 , 30.79 , 0.015 , 0.053 , BL Lac , 0.121 , HSP , 0.999 , 0.98 , 0.99 , 0.96 , 1.887 , 4.234 , (14.5+/-1.5) e-10 , 1.677 , 0.074 , 302 , 52 , 7.1e-12 , 15.63 , - , 0.305 , 1.19 , YES , YES
371 , 2FGLJ0805.5+6145 , TXS 0800+618 , 121.32583 , 61.73972 , 155.04 , 32.35 , 0.033 , 0.117 , FSRQ , 3.033 , LSP , 0.997 , 0.99 , 0 , 1 , 2.919 , -9.9 , (9.8+/-1.2) e-10 , 2.744 , 0.067 , 340 , 829 , 9.99e-13 , 19.65 , - , 0.845 , 0.834 , YES , YES
372 , 2FGLJ0805.2-0121 , PKS B0802-010 , 121.3075 , -1.18764 , 222.66 , 15.79 , 0.168 , 0.176 , FSRQ , 1.394 , - , 0.961 , 0.98 , 0 , 1 , 1.669 , -9.9 , (4.8+/-1.2) e-10 , 2.139 , 0.158 , 32 , 473 , 4.25e-13 , - , - , - , - , YES , YES
373 , 2FGLJ0807.1-0543 , PKS 0804-05 , 121.79 , -5.68706 , 226.97 , 14.01 , 0.037 , 0.067 , BL Lac , 0 , - , 0.995 , 0.99 , 0 , 0.99 , 2.958 , -9.9 , (13.4+/-1.7) e-10 , 2.101 , 0.096 , 154 , 545 , - , 18.38 , - , 0.698 , - , YES , YES
374 , 2FGLJ0808.2-0750 , PKS 0805-07 , 122.06458 , -7.85256 , 229.04 , 13.16 , 0.006 , 0.02 , FSRQ , 1.837 , LSP , 1 , 1 , 0 , 1 , 4.914 , -9.9 , (150+/-4.8) e-10 , 1.928 , 0.03 , 5111 , 1595 , 1.29e-12 , 17.15 , 17.04 , 0.68 , 1.258 , YES , YES
375 , 2FGLJ0809.8+5218 , 1ES 0806+524 , 122.455 , 52.31611 , 166.24 , 32.91 , 0.009 , 0.04 , BL Lac , 0.137097 , HSP , 0.999 , 0.99 , 1 , 1 , 2.79 , 5.043 , (24.5+/-1.9) e-10 , 1.938 , 0.057 , 538 , 182 , 1.78e-11 , 15.01 , 14.93 , 0.328 , 1.235 , YES , YES
376 , 2FGLJ0812.6+6511 , GB6 J0812+6508 , 123.17083 , 65.15306 , 150.93 , 32.92 , 0.032 , 0.127 , AGU , -999 , - , 0 , 0.94 , 0 , 0 , 0.874 , -9.9 , (3.9+/-1.1) e-10 , 2.119 , 0.207 , 26 , 30 , - , 17.8 , 17.13 , - , - , NO , YES
377 , 2FGLJ0811.4+0149 , OJ 014 , 122.86083 , 1.78181 , 220.7 , 18.56 , 0.052 , 0.086 , BL Lac , 1.148 , LSP , 0.998 , 0.99 , 0 , 1 , 2.779 , -9.9 , (12.6+/-1.6) e-10 , 2.262 , 0.081 , 181 , 599 , 4.21e-13 , 17.88 , 18.62 , 0.704 , 1.257 , YES , YES
378 , 2FGLJ0814.7+6429 , GB6 J0814+6431 , 123.66375 , 64.52253 , 151.65 , 33.2 , 0.038 , 0.066 , BL Lac , 0 , ISP , 0.998 , 0.98 , 0 , 1 , 1.833 , -9.9 , (13+/-1.5) e-10 , 2.263 , 0.079 , 194 , 88 , 3.52e-13 , 17.14 , - , 0.496 , 1.542 , YES , YES
379 , 2FGLJ0814.0-1006 , NVSS J081411-101208 , 123.54833 , -10.2025 , 231.88 , 13.21 , 0.098 , 0.129 , BL Lac , 0 , HSP , 0.922 , 0.93 , 0.97 , 0 , 0.634 , 3.183 , (11.3+/-1.8) e-10 , 2.231 , 0.106 , 74 , 36 , 6.96e-12 , 16.68 , - , 0.281 , 1.194 , YES , YES
380 , 2FGLJ0811.1-7527 , PMN J0810-7530 , 122.76333 , -75.50761 , 288.28 , -21.45 , 0.042 , 0.039 , BL Lac , 0 , ISP , 0.983 , 0.96 , 0.93 , 0.87 , 2.391 , 2.485 , (26.5+/-2.3) e-10 , 1.712 , 0.063 , 448 , 150 , 7.44e-13 , 17.08 , - , 0.418 , 1.461 , YES , YES
381 , 2FGLJ0816.5+5739 , SBS 0812+578 , 124.09417 , 57.6525 , 159.86 , 33.89 , 0.016 , 0.075 , BL Lac , 0 , HSP , 0.997 , 0.98 , 0.98 , 0.99 , 1.937 , 3.571 , (9.7+/-1.4) e-10 , 1.977 , 0.106 , 129 , 100 , 3.68e-12 , 17.04 , 16.71 , 0.374 , 1.251 , YES , YES
382 , 2FGLJ0816.9+2049 , BZB J0816+2051 , 124.20833 , 20.85139 , 202.41 , 27.71 , 0.048 , 0.197 , BL Lac , 0 , - , 0.99 , 0.92 , 0 , 0 , 0.581 , -9.9 , (4.3+/-1.1) e-10 , 2.605 , 0.154 , 42 , 38 , - , 17.38 , 17.5 , 0.355 , - , YES , YES
383 , 2FGLJ0816.4-1311 , PMN J0816-1311 , 124.1125 , -13.19794 , 234.79 , 12.12 , 0.009 , 0.037 , BL Lac , 0 , HSP , 1 , 0.99 , 1 , 0.98 , 2.385 , 5.305 , (27.5+/-2.3) e-10 , 1.796 , 0.061 , 468 , 72 , 2.41e-11 , 17.56 , - , 0.427 , 0.83 , YES , YES
384 , 2FGLJ0816.7-2420 , PMN J0816-2421 , 124.16833 , -24.35142 , 244.32 , 6.12 , 0.019 , 0.1 , AGU , -999 , - , 0.996 , 0.98 , 0 , 1 , 2.032 , -9.9 , (9.6+/-1.6) e-10 , 2.32 , 0.101 , 78 , 191 , - , 20.2 , - , - , - , NO , YES
385 , 2FGLJ0817.9+3238 , RX J0817.9+3243 , 124.46125 , 32.72769 , 189.44 , 31.47 , 0.081 , 0.109 , BL Lac , 0 , HSP , 0.972 , 0.88 , 0.9 , 0 , 0.215 , 2.285 , (5+/-1.1) e-10 , 2.188 , 0.153 , 42 , 7 , 1.15e-12 , 18.27 , 17.98 , 0.289 , 1.214 , YES , YES
386 , 2FGLJ0818.2+4223 , S4 0814+42 , 124.56667 , 42.37936 , 178.22 , 33.4 , 0.019 , 0.028 , BL Lac , 0 , LSP , 0.999 , 1 , 0.97 , 1 , 4.129 , 3.324 , (72.1+/-3.1) e-10 , 2.142 , 0.027 , 2628 , 1091 , 7.85e-13 , 18.4 , 17.39 , 0.721 , 1.395 , NO , YES
387 , 2FGLJ0818.2-0935 , TXS 0815-094 , 124.45708 , -9.55839 , 231.79 , 14.31 , 0.106 , 0.076 , BL Lac , 0 , - , 0.92 , 0.98 , 0 , 0 , 1.789 , -9.9 , (15.2+/-1.9) e-10 , 2.042 , 0.085 , 151 , 467 , - , 18.18 , - , 0.658 , - , YES , YES
388 , 2FGLJ0819.3+2750 , 5C 07.119 , 124.82833 , 27.79189 , 195.09 , 30.47 , 0.052 , 0.152 , BL Lac , 0 , - , 0.984 , 0.98 , 0 , 0.95 , 1.729 , -9.9 , (3.6+/-1.1) e-10 , 2.259 , 0.222 , 29 , 234 , - , 19.07 , 18.13 , 0.593 , - , YES , YES
389 , 2FGLJ0819.6-0803 , RX J0819.2-0756 , 124.82292 , -7.94117 , 230.56 , 15.46 , 0.141 , 0.137 , BL Lac , 0 , HSP , 0.974 , 0.8 , 0.92 , 0 , -0.289 , 2.398 , (3.4+/-1.2) e-10 , 1.576 , 0.243 , 29 , 7 , 3.41e-12 , 18.71 , - , 0.369 , 0.872 , YES , YES
390 , 2FGLJ0823.0+4041 , B3 0819+408 , 125.73917 , 40.69714 , 180.37 , 34.03 , 0.023 , 0.106 , AGU , -999 , LSP , 0.991 , 0.99 , 0 , 0.99 , 2.362 , -9.9 , (6.9+/-1.3) e-10 , 2.303 , 0.139 , 63 , 344 , 2.76e-13 , 19.41 , 18.74 , 0.644 , 1.37 , YES , YES
391 , 2FGLJ0824.9+5552 , OJ 535 , 126.19667 , 55.87844 , 161.95 , 35.11 , 0.021 , 0.102 , FSRQ , 1.41812 , LSP , 0.998 , 1 , 0 , 1 , 3.471 , -9.9 , (8.3+/-1.2) e-10 , 2.684 , 0.084 , 211 , 1449 , 8e-13 , 17.82 , 17.9 , 0.754 , 1.177 , YES , YES
392 , 2FGLJ0824.7+3914 , 4C +39.23 , 126.23083 , 39.27822 , 182.14 , 34.19 , 0.054 , 0.161 , FSRQ , 1.216 , LSP , 0.992 , 0.99 , 0.95 , 1 , 3.051 , 2.737 , (4.1+/-1.1) e-10 , 2.639 , 0.167 , 41 , 1481 , 3.04e-12 , 17.46 , 17.38 , 0.714 , 1.061 , YES , YES
393 , 2FGLJ0825.9+0308 , PKS 0823+033 , 126.45958 , 3.15686 , 221.21 , 22.38 , 0.022 , 0.107 , BL Lac , 0.506 , ISP , 0.997 , 1 , 0.97 , 1 , 3.406 , 3.201 , (6.7+/-1.3) e-10 , 1.969 , 0.168 , 63 , 1400 , 3.39e-12 , 15.42 , 15.47 , 0.514 , 1.443 , YES , YES
394 , 2FGLJ0825.9-2229 , PKS 0823-223 , 126.50625 , -22.50756 , 243.99 , 8.92 , 0.025 , 0.038 , BL Lac , 0.91 , ISP , 1 , 1 , 0.99 , 1 , 3.343 , 3.93 , (45.4+/-2.8) e-10 , 2.076 , 0.04 , 940 , 519 , 3.69e-12 , 15.85 , - , 0.444 , 1.4 , NO , YES
395 , 2FGLJ0825.9-3216 , PKS 0823-321 , 126.46417 , -32.30619 , 252.05 , 3.29 , 0.036 , 0.112 , AGU , -999 , - , 0.995 , 0.99 , 0 , 0.99 , 2.384 , -9.9 , (9.8+/-1.8) e-10 , 2.397 , 0.109 , 58 , 393 , - , 16.54 , - , - , - , NO , YES
396 , 2FGLJ0830.5+2407 , S3 0827+24 , 127.71708 , 24.18294 , 200.02 , 31.87 , 0.089 , 0.096 , FSRQ , 0.941978 , LSP , 0.978 , 0.99 , 0.95 , 0.98 , 2.554 , 2.775 , (11.2+/-1.4) e-10 , 2.674 , 0.07 , 317 , 739 , 2.93e-12 , 17.21 , 16.92 , 0.643 , 1.134 , YES , YES
397 , 2FGLJ0831.9+0429 , PKS 0829+046 , 127.95333 , 4.49397 , 220.69 , 24.33 , 0.034 , 0.037 , BL Lac , 0.173777 , LSP , 0.996 , 1 , 0.96 , 1 , 3.79 , 2.936 , (50+/-2.8) e-10 , 2.047 , 0.054 , 1492 , 1241 , 1.48e-12 , 14.65 , 14.78 , 0.508 , 1.651 , YES , YES
398 , 2FGLJ0834.3+4221 , OJ 451 , 128.47458 , 42.40053 , 178.61 , 36.27 , 0.093 , 0.125 , FSRQ , 0.249073 , - , 0.985 , 0.98 , 0.93 , 1 , 1.68 , 2.528 , (7.1+/-1.3) e-10 , 2.332 , 0.128 , 76 , 249 , - , 16.91 , 16.23 , 0.51 , - , YES , YES
399 , 2FGLJ0834.3+4400 , B3 0831+442 , 128.7425 , 44.06053 , 176.57 , 36.6 , 0.122 , 0.092 , BL Lac , 0 , - , 0 , 0.95 , 0 , 0 , 0.982 , -9.9 , (4.8+/-1.1) e-10 , 2.042 , 0.188 , 49 , 148 , - , 19.46 , 17.15 , 0.479 , - , YES , YES
400 , 2FGLJ0841.6+7052 , 4C +71.07 , 130.35167 , 70.89481 , 143.54 , 34.42 , 0.026 , 0.108 , FSRQ , 2.218 , LSP , 0.997 , 1 , 0.99 , 1 , 4.136 , 3.873 , (72.2+/-9.9) e-11 , 2.948 , 0.073 , 271 , 3823 , 1.07e-11 , 16.74 , - , 0.759 , 0.904 , YES , YES
401 , 2FGLJ0839.7+3541 , FIRST J083943.3+354001 , 129.93083 , 35.66694 , 187.09 , 36.5 , 0.025 , 0.15 , BL Lac , 0 , - , 0.989 , 0.96 , 0 , 0.84 , 1.208 , -9.9 , (4.5+/-1.1) e-10 , 1.92 , 0.182 , 34 , 76 , - , 18.08 , 18.15 , 0.51 , - , YES , YES
402 , 2FGLJ0839.4+1802 , TXS 0836+182 , 129.87792 , 18.04644 , 207.62 , 31.71 , 0.018 , 0.132 , BL Lac , 0 , ISP , 0.996 , 0.99 , 0 , 0.99 , 2.319 , -9.9 , (3.9+/-1) e-10 , 2.457 , 0.2 , 34 , 410 , 4.94e-13 , 18.02 , 16.52 , 0.5 , 1.578 , NO , YES
403 , 2FGLJ0839.6+0059 , PKS 0837+012 , 129.95667 , 1.07411 , 225.04 , 24.44 , 0.095 , 0.099 , FSRQ , 1.123 , - , 0.968 , 0.98 , 0 , 0.99 , 2.08 , -9.9 , (7.9+/-1.4) e-10 , 2.21 , 0.115 , 81 , 422 , - , 18.66 , 19.33 , 0.782 , - , YES , YES
404 , 2FGLJ0840.7+1310 , 3C 207 , 130.19875 , 13.20658 , 212.96 , 30.13 , 0.027 , 0.139 , SSRQ , 0.680367 , - , 0.995 , 1 , 0.9 , 1 , 3.649 , 2.275 , (7.6+/-1.4) e-10 , 2.357 , 0.107 , 77 , 2613 , 1.03e-12 , 18.22 , 17.89 , 0.715 , 1.266 , YES , YES
405 , 2FGLJ0843.9+5312 , BZB J0844+5312 , 131.04875 , 53.21386 , 165.04 , 38.09 , 0.041 , 0.096 , BL Lac , 0 , ISP , 0.993 , 0.96 , 0 , 0.93 , 1.257 , -9.9 , (5.4+/-1.1) e-10 , 2.087 , 0.145 , 57 , 46 , 6.93e-14 , 18.76 , 17.75 , 0.433 , 1.687 , YES , YES
406 , 2FGLJ0844.8-5459 , PMN J0845-5458 , 131.26042 , -54.96875 , 272.31 , -7.5 , 0.034 , 0.084 , AGU , -999 , LSP , 0.994 , 0.98 , 0.89 , 0.99 , 3.396 , 2.145 , (16.8+/-2.1) e-10 , 2.067 , 0.083 , 119 , 675 , 4.64e-13 , 17.93 , - , 0.57 , 1.562 , NO , YES
407 , 2FGLJ0849.2+6606 , GB6 J0848+6605 , 132.22792 , 66.10244 , 148.95 , 36.42 , 0.036 , 0.085 , BL Lac , 0 , - , 0 , 0.97 , 0 , 0.9 , 1.369 , -9.9 , (5.4+/-1.1) e-10 , 1.961 , 0.162 , 56 , 47 , - , 17.34 , - , 0.397 , - , YES , YES
408 , 2FGLJ0847.2+1134 , RX J0847.1+1133 , 131.80375 , 11.56397 , 215.45 , 30.88 , 0.013 , 0.083 , BL Lac , 0.198 , HSP , 0.999 , 0.96 , 1 , 0 , 1.297 , 4.603 , (5.3+/-1.2) e-10 , 1.483 , 0.163 , 73 , 33 , 2.38e-11 , 16.81 , 16.78 , 0.357 , 0.831 , YES , YES
409 , 2FGLJ0847.0-2334 , PMN J0847-2337 , 131.75625 , -23.61711 , 247.77 , 12.2 , 0.047 , 0.132 , AGN , 0.059 , - , 0.987 , 0.97 , 0.96 , 0.96 , 1.595 , 2.998 , (9.6+/-1.7) e-10 , 2.186 , 0.111 , 70 , 145 , 3.48e-12 , 11.17 , - , -0.035 , 2.164 , YES , YES
410 , 2FGLJ0848.1-0703 , TXS 0845-068 , 131.98625 , -7.055 , 233.74 , 21.95 , 0.041 , 0.175 , BL Lac , 0 , ISP , 0.997 , 0.97 , 0.96 , 1 , 1.518 , 2.956 , (3.9+/-1.1) e-10 , 1.961 , 0.232 , 25 , 184 , 4.65e-12 , 16.06 , - , 0.491 , 1.307 , YES , YES
411 , 2FGLJ0849.8+4852 , GB6 J0850+4855 , 132.50167 , 48.91622 , 170.47 , 39.27 , 0.052 , 0.068 , BL Lac , 0 , ISP , 0.984 , 0.98 , 0 , 0.92 , 1.672 , -9.9 , (18.2+/-1.7) e-10 , 2.215 , 0.059 , 385 , 92 , 2.08e-13 , 19.19 , 17.7 , 0.512 , 1.51 , YES , YES
412 , 2FGLJ0849.0+0455 , TXS 0846+051 , 132.385 , 4.91858 , 222.59 , 28.42 , 0.115 , 0.134 , BL Lac , 0 , - , 0.908 , 0.97 , 0 , 0 , 1.356 , -9.9 , (5.9+/-1.3) e-10 , 1.681 , 0.187 , 47 , 183 , - , 18.27 , 17.2 , 0.437 , - , YES , YES
413 , 2FGLJ0850.2-1212 , BZQ J0850-1213 , 132.54 , -12.22647 , 238.66 , 19.51 , 0.015 , 0.042 , FSRQ , 0.566 , LSP , 1 , 0.99 , 0 , 1 , 3.08 , -9.9 , (46.4+/-2.8) e-10 , 2.045 , 0.057 , 1168 , 323 , 7.26e-13 , 17.47 , - , 0.651 , 1.293 , YES , YES
414 , 2FGLJ0849.9-3540 , PMN J0849-3541 , 132.43958 , -35.68414 , 257.75 , 5.21 , 0.034 , 0.087 , AGU , -999 , - , 0.991 , 0.99 , 0 , 1 , 2.54 , -9.9 , (15.4+/-2.2) e-10 , 2.031 , 0.093 , 93 , 375 , - , 19.26 , - , - , - , NO , YES
415 , 2FGLJ0853.1-3659 , NVSS J085310-365820 , 133.29375 , -36.97233 , 259.19 , 4.92 , 0.021 , 0.133 , AGU , -999 , - , 0.984 , 0.98 , 0 , 0.96 , 1.832 , -9.9 , (8.1+/-1.9) e-10 , 1.882 , 0.145 , 30 , 205 , - , 17.81 , - , - , - , NO , YES
416 , 2FGLJ0852.4-5756 , PMN J0852-5755 , 133.16125 , -57.92397 , 275.31 , -8.51 , 0.03 , 0.087 , AGU , -999 , LSP , 0.994 , 0.97 , 0.93 , 0.99 , 3.091 , 2.498 , (13.3+/-1.9) e-10 , 2.174 , 0.091 , 89 , 444 , 8.33e-13 , 18.88 , - , 0.606 , 1.286 , NO , YES
